job_category,employee_residence,experience_level,employment_type,work_setting,company_size,salary_in_usd_2023
Machine Learning and AI,United States,Senior,Full-time,In-person,M,192000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,272290.0
Data Science and Research,United States,Senior,Full-time,Remote,M,169374.0
Data Science and Research,United States,Senior,Full-time,Remote,L,195000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,204500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,142200.0
Data Analysis,Armenia,Mid-level,Full-time,Remote,L,17000.0
Data Engineering,United States,Senior,Full-time,In-person,M,181500.0
Data Engineering,United States,Senior,Full-time,In-person,M,112200.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,150000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,100000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,250500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,166600.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,247500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,172200.0
Data Science and Research,United States,Senior,Full-time,In-person,M,223290.0
Data Science and Research,United States,Senior,Full-time,In-person,M,131310.0
Data Analysis,Canada,Entry-level,Contract,Hybrid,L,48902.811431
Machine Learning and AI,Croatia,Entry-level,Full-time,Remote,M,35000.0
Machine Learning and AI,Italy,Senior,Full-time,Remote,S,53984.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,204500.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,142200.0
Data Science and Research,United States,Senior,Full-time,In-person,M,220000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,140000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,135960.0
Data Science and Research,United States,Senior,Full-time,In-person,M,70960.0
Data Engineering,United States,Senior,Full-time,In-person,M,128750.0
Data Engineering,United States,Senior,Full-time,In-person,M,86250.0
Data Engineering,United Kingdom,Senior,Full-time,In-person,M,110736.0
Data Engineering,United Kingdom,Senior,Full-time,In-person,M,92280.0
Data Analysis,United States,Senior,Full-time,Remote,M,185100.0
Data Analysis,United States,Senior,Full-time,Remote,M,133300.0
Data Science and Research,United States,Senior,Full-time,In-person,M,150000.0
Data Engineering,United States,Senior,Full-time,In-person,M,75000.0
Machine Learning and AI,United States,Entry-level,Full-time,Remote,L,130000.0
Data Analysis,United Kingdom,Senior,Full-time,In-person,M,73824.0
Data Analysis,United Kingdom,Senior,Full-time,In-person,M,61520.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,85000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,80000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,70000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,260000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,105000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,80000.0
Machine Learning and AI,Canada,Senior,Full-time,Remote,M,150000.0
Machine Learning and AI,Canada,Senior,Full-time,Remote,M,95000.0
Data Engineering,United States,Senior,Full-time,In-person,M,204750.0
Data Engineering,United States,Senior,Full-time,In-person,M,153550.0
Data Engineering,United States,Senior,Full-time,In-person,M,141000.0
Data Engineering,United States,Senior,Full-time,In-person,M,175000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,120000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,207611.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,127876.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,170000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,144500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,255360.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,212800.0
Data Analysis,United States,Senior,Full-time,In-person,M,106400.0
Data Analysis,United States,Senior,Full-time,In-person,M,81800.0
Leadership and Management,United States,Mid-level,Full-time,Remote,M,130000.0
Leadership and Management,United States,Mid-level,Full-time,Remote,M,69139.0
BI and Visualization,Canada,Mid-level,Full-time,In-person,M,100631.0
BI and Visualization,Canada,Mid-level,Full-time,In-person,M,80505.0
Data Engineering,United States,Senior,Full-time,In-person,M,300105.0
Data Engineering,United States,Senior,Full-time,In-person,M,151090.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,217600.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,145000.0
Data Science and Research,United Kingdom,Mid-level,Full-time,Remote,M,79976.0
Data Science and Research,United Kingdom,Mid-level,Full-time,Remote,M,55368.0
Data Engineering,United States,Senior,Full-time,Remote,M,129000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,185000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,50000.0
Data Engineering,United States,Senior,Full-time,In-person,M,108000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,80000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,59500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,173400.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,215000.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,153000.0
Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,M,210398.0
Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,M,147648.0
Machine Learning and AI,Thailand,Senior,Full-time,Remote,L,60000.0
Machine Learning and AI,South Korea,Mid-level,Full-time,In-person,S,54000.0
Data Engineering,United States,Senior,Full-time,Remote,M,202000.0
Data Engineering,United States,Senior,Full-time,Remote,M,132000.0
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,73824.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,81206.0
Machine Learning and AI,United States,Executive,Full-time,In-person,M,330000.0
Machine Learning and AI,United States,Executive,Full-time,In-person,M,188000.0
BI and Visualization,United States,Mid-level,Full-time,In-person,M,110000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,190000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,170000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,150000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,125000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,105000.0
Data Management and Strategy,United States,Mid-level,Full-time,Remote,M,90000.0
Data Management and Strategy,United States,Mid-level,Full-time,Remote,M,73000.0
BI and Visualization,United States,Mid-level,Full-time,Remote,M,150000.0
BI and Visualization,United States,Mid-level,Full-time,Remote,M,135000.0
Leadership and Management,United States,Executive,Full-time,Remote,M,329500.0
Leadership and Management,United States,Executive,Full-time,Remote,M,269600.0
BI and Visualization,United States,Senior,Full-time,In-person,M,156400.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,185900.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,129300.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,146000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,97000.0
Data Engineering,United States,Senior,Full-time,In-person,M,147100.0
Data Engineering,United States,Senior,Full-time,In-person,M,90700.0
Data Science and Research,United States,Senior,Full-time,Remote,M,257000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,197000.0
BI and Visualization,United States,Senior,Full-time,Remote,M,120000.0
Data Engineering,United States,Senior,Full-time,In-person,M,84800.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,135344.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,98432.0
Leadership and Management,United Kingdom,Executive,Full-time,In-person,M,246080.0
Leadership and Management,United Kingdom,Executive,Full-time,In-person,M,184560.0
Data Analysis,Estonia,Mid-level,Full-time,In-person,M,53120.0
Data Analysis,Estonia,Mid-level,Full-time,In-person,M,33686.0
Data Engineering,United States,Senior,Full-time,In-person,M,260000.0
Data Engineering,United States,Senior,Full-time,In-person,M,225000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,340000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,213600.0
Leadership and Management,United States,Senior,Full-time,In-person,M,142400.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,125000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,85000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,207900.0
Data Science and Research,United States,Senior,Full-time,In-person,M,158400.0
Data Engineering,United States,Senior,Full-time,In-person,M,385000.0
Data Engineering,United States,Senior,Full-time,In-person,M,200000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,241300.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,211949.0
Data Management and Strategy,United States,Senior,Full-time,Remote,M,115000.0
Data Management and Strategy,United States,Senior,Full-time,Remote,M,90000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,172200.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,131200.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,123800.0
Data Science and Research,United States,Senior,Full-time,In-person,M,240000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,142500.0
Data Science and Research,Turkey,Entry-level,Full-time,In-person,M,34924.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,330000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,204000.0
Machine Learning and AI,United States,Executive,Full-time,Remote,M,180000.0
Machine Learning and AI,United States,Executive,Full-time,Remote,M,160000.0
BI and Visualization,United States,Senior,Full-time,In-person,M,193600.0
BI and Visualization,United States,Senior,Full-time,In-person,M,130838.0
Data Engineering,United States,Senior,Full-time,In-person,M,225500.0
Data Engineering,United States,Senior,Full-time,In-person,M,139400.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,328133.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,218755.0
Data Science and Research,United States,Senior,Full-time,In-person,M,250830.0
Data Science and Research,United States,Senior,Full-time,In-person,M,143370.0
Leadership and Management,United States,Senior,Full-time,In-person,M,260000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,203500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,166500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,148350.0
Data Science and Research,United States,Senior,Full-time,In-person,M,87400.0
Data Science and Research,United States,Senior,Full-time,In-person,M,157550.0
Data Science and Research,United States,Senior,Full-time,In-person,M,104650.0
Data Engineering,United States,Senior,Full-time,Remote,M,139500.0
Data Engineering,United States,Senior,Full-time,Remote,M,118575.0
Data Analysis,United States,Senior,Full-time,In-person,M,129150.0
Data Analysis,United States,Senior,Full-time,In-person,M,98400.0
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,67672.0
BI and Visualization,United States,Senior,Full-time,In-person,M,98010.0
BI and Visualization,United States,Senior,Full-time,In-person,M,66825.0
Data Science and Research,United States,Senior,Full-time,Remote,M,190000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,170000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,S,170000.0
